title,genres,budget,revenue,vote_average,vote_count,release_date,popularity,runtime,year,roi,main_genre
My Sister's Keeper,"[{""id"": 18, ""name"": ""Drama""}]",30000000.0,95714875.0,7.1,598,2009-06-26,24.09152,109.0,2009.0,3.1904958333333333,
Welcome Home Roscoe Jenkins,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",35000000.0,43650785.0,5.7,57,2008-02-08,6.248273,114.0,2008.0,1.2471652857142856,
A Passage to India,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}]",8000000.0,27187653.0,6.9,67,1984-12-14,9.548391,163.0,1984.0,3.398456625,
Notes on a Scandal,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",15000000.0,49469904.0,6.9,235,2006-12-25,12.576381,92.0,2006.0,3.2979936,
Rendition,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",27500000.0,24748670.0,6.2,205,2007-09-07,12.741073,120.0,2007.0,0.8999516363636364,
Star Trek VI: The Undiscovered Country,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",27000000.0,96900000.0,6.7,413,1991-12-05,16.188572,113.0,1991.0,3.588888888888889,
Divine Secrets of the Ya-Ya Sisterhood,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",27000000.0,,5.6,65,2002-06-07,5.576937,116.0,2002.0,,
Kiss the Girls,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27000000.0,60527873.0,6.2,345,1997-10-03,18.913,115.0,1997.0,2.2417730740740742,
The Blues Brothers,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",27000000.0,115229890.0,7.5,1065,1980-06-17,44.714264,133.0,1980.0,4.267773703703703,
The Sisterhood of the Traveling Pants 2,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",27000000.0,44352417.0,6.0,238,2008-08-06,11.870301,117.0,2008.0,1.6426821111111112,
Joyful Noise,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,,6.7,33,2012-01-13,5.753705,117.0,2012.0,,
About a Boy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",27000000.0,129000000.0,6.6,607,2002-04-26,28.227984,101.0,2002.0,4.777777777777778,
Lake Placid,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",27000000.0,56870414.0,5.5,247,1999-07-15,11.678561,82.0,1999.0,2.1063116296296296,
Lucky Number Slevin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",27000000.0,56308881.0,7.4,1323,2006-02-24,36.921445,110.0,2006.0,2.0855141111111113,
The Right Stuff,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",27000000.0,21500000.0,7.3,235,1983-10-20,17.567332,193.0,1983.0,0.7962962962962963,
Anonymous,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",30000000.0,15395087.0,6.3,288,2011-10-21,16.698316,130.0,2011.0,0.5131695666666667,
The NeverEnding Story,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",27000000.0,20158808.0,7.0,1002,1984-04-05,47.862016,102.0,1984.0,0.7466225185185185,
Dark City,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",27000000.0,27200316.0,7.2,828,1998-02-27,39.324831,100.0,1998.0,1.007419111111111,
The Duchess,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.7,396,2008-09-05,18.591657,110.0,2008.0,,
Return to Oz,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",25000000.0,11137801.0,6.7,120,1985-06-21,5.650125,109.0,1985.0,0.44551204,
The Newton Boys,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",27000000.0,76000000.0,5.9,44,1998-03-26,3.123583,113.0,1998.0,2.814814814814815,
Case 39,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",27000000.0,29000000.0,6.1,563,2009-08-13,23.917982,109.0,2009.0,1.0740740740740742,
Suspect Zero,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",27000000.0,13000000.0,5.5,98,2004-08-27,8.715822,99.0,2004.0,0.48148148148148145,
Martian Child,"[{""id"": 18, ""name"": ""Drama""}]",,,6.8,79,2007-11-02,5.737161,106.0,2007.0,,
Spy Kids: All the Time in the World,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",27000000.0,85564310.0,4.4,222,2011-08-18,14.788073,89.0,2011.0,3.1690485185185184,
Money Monster,"[{""id"": 53, ""name"": ""Thriller""}]",27000000.0,93282604.0,6.5,1068,2016-05-12,38.279458,98.0,2016.0,3.4549112592592595,
The 51st State,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",28.0,14.0,5.9,173,2001-12-07,9.670031,93.0,2001.0,0.5,
Flawless,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,4488529.0,5.9,56,1999-11-26,5.271559,112.0,1999.0,,
Mindhunters,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27000000.0,21148829.0,6.3,333,2004-05-07,17.193659,106.0,2004.0,0.7832899629629629,
What Just Happened,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,6673422.0,5.2,127,2008-10-17,8.31653,104.0,2008.0,0.26693688,
The Statement,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,,5.9,23,2003-12-12,2.653988,120.0,2003.0,,
The Magic Flute,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,,6.9,6,2006-09-07,0.548435,133.0,2006.0,,
Paul Blart: Mall Cop,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",26000000.0,183293131.0,5.2,788,2009-01-15,31.250383,91.0,2009.0,7.049735807692308,
Freaky Friday,"[{""id"": 35, ""name"": ""Comedy""}]",26000000.0,110230332.0,6.0,879,2003-08-03,24.345651,97.0,2003.0,4.239628153846154,
The 40 Year Old Virgin,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",26000000.0,109449237.0,6.2,1983,2005-08-11,38.473732,116.0,2005.0,4.209586038461539,
Shakespeare in Love,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 36, ""name"": ""History""}]",25000000.0,289317794.0,6.8,796,1998-12-11,31.792964,122.0,1998.0,11.57271176,
A Walk Among the Tombstones,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",28000000.0,53181600.0,6.2,1131,2014-09-18,61.309619,113.0,2014.0,1.8993428571428572,
Kindergarten Cop,"[{""id"": 35, ""name"": ""Comedy""}]",15000000.0,201957688.0,5.8,628,1990-12-21,5.411154,111.0,1990.0,13.463845866666666,
Pineapple Express,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",27000000.0,101624843.0,6.6,1148,2008-08-06,41.832392,111.0,2008.0,3.763883074074074,
Ever After: A Cinderella Story,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",26000000.0,65705772.0,6.8,399,1998-07-31,21.988861,121.0,1998.0,2.5271450769230768,
Open Range,"[{""id"": 37, ""name"": ""Western""}]",22000000.0,68296293.0,7.0,262,2003-08-29,19.068175,139.0,2003.0,3.1043769545454545,
Flatliners,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",26000000.0,61489265.0,6.3,404,1990-08-09,24.114459,115.0,1990.0,2.3649717307692306,
A Bridge Too Far,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",22000000.0,50750000.0,6.9,207,1977-06-15,20.256571,175.0,1977.0,2.3068181818181817,
Red Eye,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",26000000.0,57891803.0,6.2,455,2005-08-04,8.802626,85.0,2005.0,2.2266078076923077,
Final Destination 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",26000000.0,90426405.0,5.9,1023,2003-01-31,37.355826,90.0,2003.0,3.4779386538461536,
"O Brother, Where Art Thou?","[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",26000000.0,71868327.0,7.3,1112,2000-08-30,39.742009,106.0,2000.0,2.764166423076923,
Legion,"[{""id"": 27, ""name"": ""Horror""}]",26000000.0,67918658.0,5.2,629,2010-01-21,30.981604,100.0,2010.0,2.6122560769230767,
Pain & Gain,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",25000000.0,86175291.0,6.1,1573,2013-04-18,31.893932,130.0,2013.0,3.44701164,
In Good Company,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.9,194,2004-12-29,15.376391,109.0,2004.0,,
Clockstoppers,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",26000000.0,38793283.0,4.9,89,2002-03-17,5.894163,94.0,2002.0,1.4920493461538462,
Silverado,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",26000000.0,,7.1,146,1985-07-10,10.981038,127.0,1985.0,,
Brothers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",26000000.0,43318349.0,6.8,633,2009-01-27,22.07638,104.0,2009.0,1.666090346153846,
Agent Cody Banks 2: Destination London,"[{""id"": 35, ""name"": ""Comedy""}]",26000000.0,28818995.0,5.2,144,2004-12-03,10.925618,100.0,2004.0,1.1084228846153845,
New Year's Eve,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",56000000.0,142044638.0,5.7,718,2011-12-08,21.219292,118.0,2011.0,2.5365113928571428,
Original Sin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",42000000.0,35402320.0,5.8,198,2001-08-03,14.831402,118.0,2001.0,0.842912380952381,
The Raven,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",26000000.0,29657751.0,6.1,426,2012-03-09,22.520842,111.0,2012.0,1.1406827307692309,
Welcome to Mooseport,"[{""id"": 35, ""name"": ""Comedy""}]",30000000.0,14000000.0,4.8,54,2004-02-24,3.314094,110.0,2004.0,0.4666666666666667,
Highlander: The Final Dimension,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",26000000.0,36800000.0,4.5,110,1994-11-29,7.964451,99.0,1994.0,1.4153846153846155,
Blood and Wine,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26000000.0,,5.5,34,1996-10-03,1.492056,101.0,1996.0,,
Snow White: A Tale of Terror,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",26000000.0,,6.0,62,1997-07-18,4.810621,100.0,1997.0,,
The Curse of the Jade Scorpion,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",,,6.5,165,2001-08-05,9.317265,103.0,2001.0,,
Accidental Love,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",26000000.0,,3.9,95,2015-02-10,5.644844,100.0,2015.0,,
Flipper,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",25530000.0,20080020.0,5.3,84,1996-05-17,4.475007,95.0,1996.0,0.7865264394829612,
Self/less,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",26000000.0,30523226.0,6.3,1091,2015-07-10,66.097437,116.0,2015.0,1.1739702307692308,
The Constant Gardener,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,82466670.0,6.8,417,2005-08-31,20.679652,129.0,2005.0,3.2986668,
The Passion of the Christ,"[{""id"": 18, ""name"": ""Drama""}]",30000000.0,611899420.0,6.9,864,2004-02-25,38.171417,127.0,2004.0,20.396647333333334,
Mrs. Doubtfire,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",25000000.0,441286195.0,7.0,1591,1993-11-24,30.884535,125.0,1993.0,17.6514478,
Rain Man,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,412800000.0,7.6,1709,1988-12-11,49.510658,133.0,1988.0,16.512,
Gran Torino,"[{""id"": 18, ""name"": ""Drama""}]",33000000.0,269958228.0,7.8,3086,2008-12-09,50.7453,116.0,2008.0,8.180552363636364,
W.,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",25100000.0,29506464.0,6.1,143,2008-10-17,10.445391,131.0,2008.0,1.1755563346613547,
Taken,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,226830568.0,7.2,4369,2008-02-18,80.879032,93.0,2008.0,9.07322272,
The Best of Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",26000000.0,35926213.0,7.2,765,2014-10-16,33.93914,117.0,2014.0,1.381777423076923,
The Bodyguard,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,411006740.0,6.1,661,1992-11-25,26.576385,129.0,1992.0,16.4402696,
Schindler's List,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",22000000.0,321365567.0,8.3,4329,1993-11-29,104.469351,195.0,1993.0,14.607525772727273,
The Help,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,124272124.0,7.8,1910,2011-08-09,42.191509,146.0,2011.0,4.97088496,
The Fifth Estate,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",28000000.0,8555008.0,5.7,364,2013-10-11,20.267062,128.0,2013.0,0.305536,
Scooby-Doo 2: Monsters Unleashed,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,181466833.0,5.4,500,2004-03-24,22.644275,93.0,2004.0,,
Forbidden Kingdom,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 14, ""name"": ""Fantasy""}]",26000000.0,,4.9,71,2014-01-30,7.182761,127.0,2014.0,,
Freddy vs. Jason,"[{""id"": 27, ""name"": ""Horror""}]",30000000.0,114908830.0,5.8,594,2003-08-15,26.69592,97.0,2003.0,3.8302943333333332,
The Face of an Angel,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,,4.7,64,2014-09-06,7.336256,100.0,2014.0,,
Jimmy Neutron: Boy Genius,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",25000000.0,80936232.0,5.6,231,2001-12-21,12.739721,83.0,2001.0,3.23744928,
Cloverfield,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",25000000.0,170764026.0,6.4,2251,2008-01-15,46.942396,85.0,2008.0,6.83056104,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",25000000.0,78000000.0,5.8,286,1991-03-22,15.505137,88.0,1991.0,3.12,
The Untouchables,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,76270454.0,7.6,1384,1987-06-02,38.272889,119.0,1987.0,3.05081816,
No Country for Old Men,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,171600000.0,7.7,3003,2007-11-08,53.645267,122.0,2007.0,6.864,
Ride Along,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,153997819.0,6.1,853,2014-01-07,28.468,99.0,2014.0,6.15991276,
Bridget Jones's Diary,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",25000000.0,281929795.0,6.5,1356,2001-04-13,35.310712,97.0,2001.0,11.2771918,
Chocolat,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,152500343.0,6.8,951,2000-12-14,28.727731,121.0,2000.0,6.10001372,
"Legally Blonde 2: Red, White & Blonde","[{""id"": 35, ""name"": ""Comedy""}]",45000000.0,124914842.0,5.1,377,2003-07-02,4.340616,95.0,2003.0,2.7758853777777777,
Parental Guidance,"[{""id"": 35, ""name"": ""Comedy""}]",25000000.0,119772232.0,5.7,210,2012-12-25,14.604911,104.0,2012.0,4.79088928,
No Strings Attached,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,147780440.0,6.1,1331,2011-01-21,38.688822,107.0,2011.0,5.9112176,
Tombstone,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 37, ""name"": ""Western""}]",25000000.0,56505065.0,7.4,626,1993-12-25,30.537845,130.0,1993.0,2.2602026,
Romeo Must Die,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,91036760.0,6.0,330,2000-03-20,19.750059,115.0,2000.0,3.6414704,
The Omen,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2800000.0,60922980.0,7.2,476,1976-06-06,25.939385,111.0,1976.0,21.75820714285714,
Final Destination 3,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}]",25000000.0,117719158.0,5.8,974,2006-02-10,31.64341,93.0,2006.0,4.70876632,
The Lucky One,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,99357138.0,6.8,946,2012-04-19,26.811541,101.0,2012.0,3.97428552,
Bridge to Terabithia,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",60000000.0,137587063.0,7.0,1113,2007-02-16,40.646102,96.0,2007.0,2.2931177166666665,
Finding Neverland,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,116766556.0,7.2,1223,2004-10-17,34.160448,106.0,2004.0,4.67066224,
A Madea Christmas,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,,7.0,35,2013-12-13,5.377155,100.0,2013.0,,
The Grey,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,77278331.0,6.4,1451,2012-01-26,48.552871,117.0,2012.0,3.09113324,
Hide and Seek,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,122644820.0,6.1,440,2005-01-27,18.228538,101.0,2005.0,4.9057928,
Anchorman: The Legend of Ron Burgundy,"[{""id"": 35, ""name"": ""Comedy""}]",26000000.0,90574188.0,6.7,1493,2004-07-09,29.342744,94.0,2004.0,3.4836226153846153,
GoodFellas,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",25000000.0,46836394.0,8.2,3128,1990-09-12,63.654244,145.0,1990.0,1.87345576,
Agent Cody Banks,"[{""id"": 28, ""name"": ""Action""}]",28000000.0,58795814.0,5.0,284,2003-03-14,11.859396,102.0,2003.0,2.0998505,
Nanny McPhee,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",25000000.0,122489822.0,6.4,711,2005-10-21,24.356483,97.0,2005.0,4.89959288,
Scarface,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,65884703.0,8.0,2948,1983-12-08,70.105981,170.0,1983.0,2.63538812,
Nothing to Lose,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,,6.3,174,1997-07-18,8.618208,97.0,1997.0,,
The Last Emperor,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",23000000.0,43984230.0,7.4,355,1987-10-21,21.189028,163.0,1987.0,1.9123578260869565,
Contraband,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",25000000.0,63100000.0,6.1,770,2012-01-12,31.364901,109.0,2012.0,2.524,
Money Talks,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,,5.9,87,1997-08-22,7.615653,97.0,1997.0,,
There Will Be Blood,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,77208711.0,7.9,1537,2007-12-28,37.817905,158.0,2007.0,3.08834844,
The Wild Thornberrys Movie,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",35000000.0,,5.8,44,2002-12-20,5.784661,85.0,2002.0,,
Rugrats Go Wild,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",,,5.6,61,2003-06-13,8.255708,84.0,2003.0,,
Undercover Brother,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,41604473.0,5.5,112,2002-05-31,6.086083,86.0,2002.0,1.66417892,
The Sisterhood of the Traveling Pants,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,39053061.0,6.3,386,2005-06-01,17.17372,119.0,2005.0,1.56212244,
Kiss of the Dragon,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",25000000.0,64437847.0,6.4,298,2001-07-06,16.936576,98.0,2001.0,2.57751388,
The House Bunny,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",25000000.0,70442940.0,5.6,529,2008-08-22,25.838073,97.0,2008.0,2.8177176,
Beauty Shop,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,36351350.0,5.4,115,2005-06-02,5.625632,105.0,2005.0,1.454054,
Million Dollar Arm,"[{""id"": 18, ""name"": ""Drama""}]",25000000.0,38307627.0,6.6,259,2014-05-09,17.312433,124.0,2014.0,1.53230508,
The Giver,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",25000000.0,66980456.0,6.4,1798,2014-08-11,53.811461,94.0,2014.0,2.67921824,
What a Girl Wants,"[{""id"": 35, ""name"": ""Comedy""}]",,,5.8,368,2003-03-27,7.057765,105.0,2003.0,,
Jeepers Creepers 2,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",17000000.0,63102666.0,5.5,299,2003-08-08,19.045146,104.0,2003.0,3.711921529411765,
Good Luck Chuck,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",25000000.0,59192128.0,5.5,444,2007-09-21,21.729434,101.0,2007.0,2.36768512,
